timestamp,region,tower_id,hour,day_of_week,is_peak_hour,weather,call_drop_rate,cssr,packet_loss,latency_ms,throughput_mbps,dl_speed_mbps,ul_speed_mbps,session_failures,customer_complaints,experience_label
2026-03-21 04:50:24,Ahmedabad_West,TWR_AHM_005,4,5,0,Thunderstorm,1.953,89.48,1.136,138.29,57.73,15.38,7.51,13,9,Poor
2026-03-14 03:29:24,Mumbai_West,TWR_MUM_002,3,5,0,Cloudy,0.639,99.37,0.309,44.48,129.41,77.54,14.49,0,0,Good
2026-02-27 13:25:24,Ahmedabad_West,TWR_AHM_005,13,4,0,Cloudy,9.33,84.729,9.097,314.09,3.88,7.71,0.16,59,35,Poor
2026-03-11 04:02:24,Bangalore_Outer,TWR_BAN_005,4,2,0,Cloudy,2.553,85.876,1.054,114.98,36.87,19.69,8.9,12,5,Moderate
2026-03-26 08:30:24,Chennai_North,TWR_CHE_002,8,3,1,Cloudy,1.88,85.78,1.344,78.77,22.51,15.38,3.28,21,8,Poor
2026-03-10 19:41:24,Chennai_North,TWR_CHE_001,19,1,1,Clear,0.496,99.426,0.466,51.01,78.87,33.66,10.33,0,0,Moderate
2026-03-24 04:29:24,Delhi_NCR,TWR_DEL_005,4,1,0,Clear,0.979,98.095,0.355,18.97,99.46,60.73,25.48,1,1,Good
2026-03-25 21:01:24,Pune_Central,TWR_PUN_001,21,2,1,Rainy,9.086,76.899,7.017,231.16,8.63,5.6,1.08,110,45,Poor
2026-03-02 15:44:24,Mumbai_West,TWR_MUM_003,15,0,0,Clear,2.672,89.78,1.257,64.0,43.59,26.96,3.08,18,11,Moderate
2026-03-14 01:37:24,Mumbai_East,TWR_MUM_003,1,5,0,Cloudy,0.693,95.208,0.546,28.62,86.4,46.79,11.46,2,1,Good
2026-03-26 21:17:24,Delhi_NCR,TWR_DEL_003,21,3,1,Clear,1.972,90.474,2.375,55.99,24.49,18.6,7.89,22,10,Poor
2026-03-23 10:03:24,Kolkata_North,TWR_KOL_002,10,0,1,Cloudy,0.411,97.418,0.169,24.63,97.17,37.38,19.13,4,2,Good
2026-03-12 02:54:24,Pune_Central,TWR_PUN_001,2,3,0,Cloudy,5.375,81.662,4.347,384.05,15.26,3.79,0.74,38,49,Poor
2026-03-17 09:53:24,Delhi_NCR,TWR_DEL_003,9,1,1,Clear,0.463,95.844,0.632,54.73,118.98,53.34,23.13,5,0,Moderate
2026-03-21 08:55:24,Delhi_NCR,TWR_DEL_004,8,5,1,Cloudy,3.803,94.295,2.469,65.18,20.6,20.3,8.68,19,8,Poor
2026-03-06 16:08:24,Pune_Central,TWR_PUN_004,16,4,0,Clear,0.459,99.14,0.399,36.64,75.57,55.75,12.13,1,1,Good
2026-03-18 16:37:24,Kolkata_North,TWR_KOL_001,16,2,0,Cloudy,3.368,87.434,1.765,97.3,56.07,18.46,3.31,8,11,Moderate
2026-03-09 18:08:24,Pune_Central,TWR_PUN_004,18,0,1,Clear,0.184,95.704,0.687,36.3,143.63,77.98,24.3,4,1,Good
2026-03-09 01:40:24,Mumbai_East,TWR_MUM_001,1,0,0,Clear,2.563,86.184,2.182,62.06,25.52,24.4,5.44,18,8,Moderate
2026-03-19 14:28:24,Pune_Central,TWR_PUN_004,14,3,0,Clear,0.295,99.361,0.287,31.9,147.23,79.85,11.16,4,1,Good
2026-03-14 03:24:24,Chennai_South,TWR_CHE_001,3,5,0,Clear,0.297,98.216,0.679,19.14,147.92,73.1,19.1,2,2,Good
2026-03-17 10:04:24,Kolkata_North,TWR_KOL_001,10,1,1,Cloudy,1.022,98.909,0.465,52.41,114.11,61.99,15.95,6,1,Moderate
2026-03-04 02:47:24,Delhi_NCR,TWR_DEL_002,2,2,0,Thunderstorm,0.709,95.935,0.718,37.92,93.85,75.63,22.82,3,0,Good
2026-03-14 14:37:24,Chennai_South,TWR_CHE_001,14,5,0,Cloudy,0.85,96.861,0.707,43.38,106.9,58.78,17.73,4,0,Good
2026-03-26 21:01:24,Kolkata_North,TWR_KOL_001,21,3,1,Cloudy,5.662,69.257,6.099,351.93,14.33,4.36,1.37,55,48,Poor
2026-03-21 21:57:24,Chennai_North,TWR_CHE_001,21,5,1,Clear,13.614,74.859,2.666,153.54,19.82,6.89,2.72,52,38,Poor
2026-03-22 13:43:24,Mumbai_West,TWR_MUM_002,13,6,0,Clear,0.432,96.13,0.616,34.07,104.01,59.8,12.51,4,0,Good
2026-02-27 22:09:24,Ahmedabad_West,TWR_AHM_003,22,4,1,Heavy_Rain,3.586,89.068,1.28,153.18,20.63,11.78,4.8,22,9,Poor
2026-03-09 17:55:24,Bangalore_Outer,TWR_BAN_005,17,0,0,Thunderstorm,2.257,89.27,1.546,74.3,50.17,10.69,6.97,9,7,Moderate
2026-02-27 13:03:24,Hyderabad_City,TWR_HYD_002,13,4,0,Clear,0.592,96.2,0.175,38.69,146.55,44.94,12.31,1,1,Good
2026-02-28 09:33:24,Mumbai_East,TWR_MUM_002,9,5,1,Clear,4.128,88.276,1.151,117.14,40.92,28.19,5.47,25,5,Poor
2026-03-06 06:24:24,Pune_Central,TWR_PUN_001,6,4,0,Foggy,0.783,98.475,0.776,29.51,121.69,56.34,26.16,3,2,Good
2026-03-12 03:50:24,Kolkata_North,TWR_KOL_004,3,3,0,Heavy_Rain,0.262,95.759,1.275,72.06,136.86,33.82,28.16,4,0,Moderate
2026-03-08 11:03:24,Delhi_NCR,TWR_DEL_003,11,6,1,Cloudy,0.589,95.24,0.397,39.13,132.81,34.94,13.07,0,0,Good
2026-02-27 05:11:24,Chennai_North,TWR_CHE_003,5,4,0,Clear,1.258,86.314,2.038,119.08,59.66,12.26,3.79,15,9,Moderate
2026-03-16 04:52:24,Mumbai_East,TWR_MUM_002,4,0,0,Clear,0.668,97.88,0.438,15.69,117.03,78.04,22.99,2,1,Good
2026-03-02 15:55:24,Mumbai_West,TWR_MUM_005,15,0,0,Cloudy,0.218,99.324,0.733,45.05,80.31,58.97,18.37,0,1,Good
2026-03-09 08:33:24,Pune_Central,TWR_PUN_002,8,0,1,Cloudy,0.354,98.071,0.505,40.17,120.55,47.78,15.02,4,1,Good
2026-03-10 10:03:24,Mumbai_West,TWR_MUM_001,10,1,1,Clear,3.62,94.647,2.201,155.61,53.69,11.44,4.05,16,11,Poor
2026-03-17 17:06:24,Chennai_Central,TWR_CHE_004,17,1,0,Clear,0.717,96.088,0.777,26.15,137.85,77.16,23.72,1,1,Good
2026-03-24 20:28:24,Ahmedabad_West,TWR_AHM_005,20,1,1,Foggy,2.85,87.967,2.186,105.22,47.28,22.8,8.71,9,7,Moderate
2026-02-27 19:19:24,Bangalore_Tech,TWR_BAN_004,19,4,1,Foggy,14.906,69.146,6.486,237.67,19.51,2.08,0.81,88,38,Poor
2026-03-01 17:15:24,Bangalore_Tech,TWR_BAN_003,17,6,0,Cloudy,3.157,90.212,2.205,58.72,55.22,19.7,4.32,17,6,Moderate
2026-03-06 01:27:24,Kolkata_North,TWR_KOL_005,1,4,0,Clear,5.309,81.72,3.736,184.26,14.82,8.75,1.57,78,33,Poor
2026-03-10 04:47:24,Bangalore_Tech,TWR_BAN_005,4,1,0,Cloudy,0.767,97.368,0.778,42.16,61.64,32.58,11.97,0,1,Good
2026-03-03 04:06:24,Bangalore_Outer,TWR_BAN_004,4,1,0,Clear,0.697,99.185,0.727,49.42,136.91,37.81,19.16,2,0,Good
2026-03-08 23:18:24,Mumbai_East,TWR_MUM_003,23,6,0,Thunderstorm,0.591,95.819,0.594,59.06,102.63,64.49,21.64,2,2,Moderate
2026-03-04 02:48:24,Delhi_NCR,TWR_DEL_005,2,2,0,Rainy,0.356,95.255,0.519,34.11,135.54,37.85,25.73,2,0,Good
2026-03-08 23:19:24,Delhi_NCR,TWR_DEL_002,23,6,0,Heavy_Rain,0.641,99.545,1.138,55.19,123.06,57.18,29.35,0,1,Moderate
2026-03-13 16:18:24,Chennai_North,TWR_CHE_003,16,4,0,Clear,0.241,95.497,0.636,48.51,67.03,44.02,18.1,2,2,Good
2026-03-07 09:50:24,Hyderabad_City,TWR_HYD_002,9,5,1,Clear,2.937,90.498,1.854,88.89,26.96,23.62,7.97,7,9,Moderate
2026-03-21 05:36:24,Bangalore_Outer,TWR_BAN_004,5,5,0,Rainy,0.543,96.939,0.434,30.48,116.86,66.86,13.74,2,2,Good
2026-03-07 15:56:24,Chennai_South,TWR_CHE_001,15,5,0,Clear,0.522,97.266,0.792,40.24,105.83,43.22,24.04,2,0,Good
2026-02-28 20:02:24,Pune_Central,TWR_PUN_005,20,5,1,Rainy,3.907,91.086,1.129,73.18,36.96,26.11,6.02,20,4,Poor
2026-03-11 03:43:24,Chennai_North,TWR_CHE_002,3,2,0,Foggy,2.573,87.892,1.204,92.63,27.61,25.01,8.37,5,3,Moderate
2026-03-20 13:54:24,Pune_Central,TWR_PUN_003,13,4,0,Rainy,0.839,97.423,0.406,33.02,106.02,75.32,21.56,1,0,Good
2026-03-03 10:41:24,Pune_Central,TWR_PUN_002,10,1,1,Clear,2.935,88.779,2.194,147.22,26.48,17.48,4.87,21,4,Poor
2026-03-26 11:04:24,Chennai_North,TWR_CHE_005,11,3,1,Clear,0.276,95.499,0.402,42.75,86.1,78.91,22.51,5,2,Moderate
2026-03-21 08:38:24,Hyderabad_City,TWR_HYD_004,8,5,1,Clear,0.607,95.899,0.484,46.43,93.2,57.34,24.76,2,2,Good
2026-03-20 04:15:24,Ahmedabad_West,TWR_AHM_004,4,4,0,Cloudy,0.965,97.903,0.792,20.74,99.4,55.61,17.92,1,0,Good
2026-03-26 19:24:24,Mumbai_East,TWR_MUM_005,19,3,1,Cloudy,6.69,79.65,7.515,530.33,4.59,7.37,2.02,80,28,Poor
2026-03-22 03:28:24,Kolkata_North,TWR_KOL_002,3,6,0,Rainy,0.813,97.205,0.345,43.15,108.32,70.12,20.77,2,2,Good
2026-03-24 00:22:24,Mumbai_West,TWR_MUM_002,0,1,0,Cloudy,2.128,90.554,2.263,82.0,43.2,24.31,6.64,5,9,Moderate
2026-02-26 07:56:24,Chennai_South,TWR_CHE_005,7,3,0,Clear,0.326,95.933,0.25,45.93,123.71,54.82,14.35,0,2,Good
2026-02-25 20:35:24,Kolkata_North,TWR_KOL_004,20,2,1,Clear,0.813,95.778,0.755,56.19,132.0,45.68,11.54,1,1,Moderate
2026-03-02 09:01:24,Hyderabad_City,TWR_HYD_004,9,0,1,Clear,16.378,68.384,8.563,421.31,3.29,2.74,0.24,73,24,Poor
2026-02-28 20:10:24,Bangalore_Tech,TWR_BAN_002,20,5,1,Cloudy,0.184,98.235,0.15,38.18,145.29,51.14,22.19,1,2,Good
2026-03-07 10:36:24,Kolkata_North,TWR_KOL_002,10,5,1,Rainy,3.074,85.572,1.65,101.43,59.76,28.57,3.77,12,11,Moderate
2026-03-21 04:52:24,Chennai_South,TWR_CHE_004,4,5,0,Clear,0.101,97.891,0.697,49.17,124.27,36.16,18.24,1,0,Good
2026-03-26 19:19:24,Chennai_Central,TWR_CHE_004,19,3,1,Thunderstorm,1.703,86.804,4.071,175.55,45.27,14.21,7.05,25,6,Poor
2026-02-27 12:11:24,Kolkata_North,TWR_KOL_001,12,4,0,Heavy_Rain,7.587,64.607,10.796,241.17,15.91,2.93,2.19,38,41,Poor
2026-03-12 04:13:24,Ahmedabad_West,TWR_AHM_002,4,3,0,Clear,0.689,95.966,0.163,41.6,143.79,45.78,16.75,0,2,Good
2026-03-21 02:54:24,Chennai_North,TWR_CHE_001,2,5,0,Clear,2.335,92.443,1.569,78.96,25.64,27.75,8.04,8,10,Moderate
2026-03-20 14:51:24,Chennai_North,TWR_CHE_001,14,4,0,Clear,1.7,90.182,1.481,70.98,30.56,14.19,4.04,7,11,Moderate
2026-03-04 15:27:24,Bangalore_Tech,TWR_BAN_005,15,2,0,Cloudy,0.608,98.916,0.337,46.05,71.61,49.89,25.27,4,0,Good
2026-03-10 01:42:24,Mumbai_West,TWR_MUM_002,1,1,0,Heavy_Rain,1.622,92.41,3.096,123.53,52.23,24.37,3.42,15,3,Poor
2026-03-12 17:57:24,Delhi_NCR,TWR_DEL_005,17,3,0,Rainy,2.679,85.139,1.679,54.84,48.45,29.85,9.38,9,5,Moderate
2026-03-14 17:46:24,Ahmedabad_West,TWR_AHM_005,17,5,0,Clear,2.632,88.053,1.468,98.54,41.36,28.98,6.35,5,6,Moderate
2026-03-21 15:38:24,Pune_Central,TWR_PUN_005,15,5,0,Rainy,0.448,97.194,0.588,38.23,132.0,44.35,11.72,2,2,Good
2026-03-17 00:31:24,Chennai_Central,TWR_CHE_004,0,1,0,Rainy,2.413,91.859,1.419,53.88,32.32,25.85,8.57,5,6,Moderate
2026-03-17 06:48:24,Chennai_North,TWR_CHE_004,6,1,0,Cloudy,0.32,97.135,0.32,27.19,126.32,62.8,18.95,4,2,Good
2026-03-08 03:17:24,Ahmedabad_West,TWR_AHM_004,3,6,0,Cloudy,0.483,98.266,0.513,25.03,65.28,63.16,14.25,0,0,Good
2026-03-04 07:03:24,Chennai_Central,TWR_CHE_002,7,2,0,Clear,0.396,97.249,0.43,28.91,122.79,31.13,18.88,3,0,Good
2026-03-26 20:08:24,Bangalore_Outer,TWR_BAN_005,20,3,1,Heavy_Rain,0.47,99.195,0.308,43.37,74.22,52.29,13.96,4,0,Good
2026-03-16 18:57:24,Pune_Central,TWR_PUN_005,18,0,1,Rainy,1.792,93.366,2.102,133.74,56.89,18.76,6.95,21,8,Poor
2026-03-13 10:42:24,Ahmedabad_West,TWR_AHM_001,10,4,1,Clear,6.351,63.889,9.14,359.29,1.13,3.2,2.6,40,39,Poor
2026-03-11 03:50:24,Bangalore_Outer,TWR_BAN_004,3,2,0,Cloudy,0.292,95.967,0.222,17.6,141.94,71.8,25.01,0,0,Good
2026-02-25 18:49:24,Chennai_South,TWR_CHE_005,18,2,1,Cloudy,8.463,75.361,6.059,201.56,12.59,6.09,0.83,58,31,Poor
2026-02-25 14:32:24,Mumbai_East,TWR_MUM_003,14,2,0,Clear,1.305,94.791,0.951,108.28,34.94,18.3,6.3,8,6,Moderate
2026-03-24 02:58:24,Pune_Central,TWR_PUN_004,2,1,0,Clear,0.674,96.612,0.46,16.4,97.24,67.97,14.64,0,2,Good
2026-03-02 08:42:24,Ahmedabad_West,TWR_AHM_002,8,0,1,Clear,0.491,95.944,0.307,53.25,112.84,67.22,10.82,2,1,Moderate
2026-02-27 12:27:24,Chennai_South,TWR_CHE_005,12,4,0,Clear,0.818,96.349,0.247,20.5,139.96,68.8,21.27,4,0,Good
2026-03-05 14:35:24,Pune_Central,TWR_PUN_005,14,3,0,Cloudy,0.56,98.244,0.17,43.99,124.96,66.75,22.34,4,2,Good
2026-03-11 01:49:24,Mumbai_East,TWR_MUM_001,1,2,0,Cloudy,0.514,97.323,0.228,30.64,108.92,69.7,22.49,3,1,Good
2026-03-11 12:52:24,Mumbai_West,TWR_MUM_001,12,2,0,Foggy,2.646,91.936,0.864,99.9,40.87,26.27,9.18,19,3,Moderate
2026-03-23 00:01:24,Ahmedabad_West,TWR_AHM_003,0,0,0,Cloudy,8.022,70.997,4.933,365.64,5.18,8.98,1.17,73,18,Poor
2026-03-02 18:05:24,Chennai_North,TWR_CHE_005,18,0,1,Clear,0.767,97.803,0.543,40.7,133.36,77.31,24.4,1,0,Good
2026-03-25 18:14:24,Pune_Central,TWR_PUN_002,18,2,1,Clear,1.496,91.499,1.639,124.57,50.61,27.34,3.09,13,11,Poor
2026-03-02 17:58:24,Delhi_NCR,TWR_DEL_004,17,0,0,Heavy_Rain,1.933,89.213,1.672,153.12,49.3,15.9,8.51,8,8,Poor
2026-03-19 06:16:24,Chennai_North,TWR_CHE_005,6,3,0,Clear,0.256,96.978,0.417,42.23,113.58,54.85,21.84,3,0,Good
2026-03-16 13:10:24,Kolkata_North,TWR_KOL_001,13,0,0,Clear,0.393,96.576,0.314,44.7,125.25,54.85,10.94,0,0,Good
2026-03-22 14:31:24,Kolkata_North,TWR_KOL_005,14,6,0,Clear,1.978,93.518,1.536,53.47,43.07,19.42,5.48,11,9,Moderate
2026-03-17 16:41:24,Hyderabad_City,TWR_HYD_004,16,1,0,Rainy,11.859,82.678,6.803,252.07,3.26,8.25,1.36,57,41,Poor
2026-03-19 22:58:24,Mumbai_West,TWR_MUM_001,22,3,1,Clear,0.886,96.968,0.517,24.57,83.68,79.89,28.88,1,1,Good
2026-02-27 19:11:24,Chennai_North,TWR_CHE_001,19,4,1,Cloudy,5.908,77.918,7.722,473.86,14.3,0.82,2.9,104,45,Poor
2026-03-22 19:35:24,Pune_Central,TWR_PUN_003,19,6,1,Heavy_Rain,0.92,99.661,1.196,28.71,125.83,33.99,20.36,2,1,Moderate
2026-03-14 21:34:24,Hyderabad_City,TWR_HYD_002,21,5,1,Rainy,2.919,88.283,0.868,95.08,39.99,27.5,4.9,10,7,Moderate
2026-03-26 12:17:24,Pune_Central,TWR_PUN_004,12,3,0,Rainy,0.378,97.485,0.256,24.38,78.57,50.22,14.56,2,0,Good
2026-02-27 09:14:24,Chennai_Central,TWR_CHE_005,9,4,1,Rainy,3.338,93.263,1.711,103.77,34.42,23.43,7.24,19,9,Moderate
2026-03-25 01:22:24,Bangalore_Outer,TWR_BAN_001,1,2,0,Cloudy,0.565,97.903,0.78,20.42,63.99,44.94,13.42,2,2,Good
2026-02-27 21:06:24,Hyderabad_City,TWR_HYD_004,21,4,1,Clear,0.344,95.393,0.327,31.84,93.79,31.88,29.79,4,1,Good
2026-03-12 00:13:24,Chennai_North,TWR_CHE_004,0,3,0,Rainy,0.468,95.364,0.706,19.6,67.59,38.82,28.14,2,2,Good
2026-03-01 01:09:24,Hyderabad_City,TWR_HYD_001,1,6,0,Clear,0.961,96.714,0.379,45.91,87.18,64.78,28.26,0,1,Good
2026-03-06 06:29:24,Bangalore_Tech,TWR_BAN_005,6,4,0,Clear,0.82,98.544,0.606,40.44,137.22,49.19,25.23,3,1,Good
2026-03-15 01:39:24,Chennai_Central,TWR_CHE_003,1,6,0,Clear,0.634,97.14,0.573,25.23,137.72,39.06,15.12,1,0,Good
2026-03-26 09:12:24,Chennai_North,TWR_CHE_002,9,3,1,Clear,1.034,97.384,0.784,28.76,131.42,37.27,11.01,4,2,Moderate
2026-03-01 10:18:24,Bangalore_Outer,TWR_BAN_005,10,6,1,Clear,3.81,92.558,1.062,69.75,54.13,17.64,8.48,27,5,Poor
2026-03-26 20:38:24,Chennai_Central,TWR_CHE_001,20,3,1,Clear,3.012,85.328,1.034,86.96,54.97,24.61,5.91,12,11,Moderate
2026-03-05 03:08:24,Mumbai_West,TWR_MUM_001,3,3,0,Clear,0.153,95.228,0.47,35.89,115.91,34.09,14.93,2,0,Good
2026-03-22 19:38:24,Ahmedabad_West,TWR_AHM_001,19,6,1,Clear,1.097,95.766,0.372,51.72,90.56,56.63,15.56,6,0,Moderate
2026-03-14 12:10:24,Chennai_North,TWR_CHE_005,12,5,0,Cloudy,0.589,95.505,0.579,33.42,81.57,55.43,26.17,1,2,Good
2026-03-08 22:45:24,Delhi_NCR,TWR_DEL_003,22,6,1,Cloudy,0.234,95.401,0.548,67.94,67.0,46.47,15.12,0,1,Moderate
2026-03-01 05:53:24,Ahmedabad_West,TWR_AHM_005,5,6,0,Rainy,11.26,83.198,5.333,218.31,12.55,1.81,2.49,78,26,Poor
2026-03-08 23:51:24,Kolkata_North,TWR_KOL_004,23,6,0,Heavy_Rain,0.648,98.232,0.736,41.89,63.19,68.16,16.32,2,1,Good
2026-03-22 05:56:24,Delhi_NCR,TWR_DEL_005,5,6,0,Cloudy,0.641,95.087,0.161,48.25,144.16,62.24,20.63,0,1,Good
2026-03-13 16:25:24,Kolkata_North,TWR_KOL_005,16,4,0,Clear,1.648,85.628,1.033,100.71,33.93,14.17,5.07,5,9,Moderate
2026-03-16 22:45:24,Pune_Central,TWR_PUN_003,22,0,1,Clear,7.93,74.44,3.463,188.76,1.12,8.72,1.03,57,16,Poor
2026-03-02 02:57:24,Bangalore_Outer,TWR_BAN_004,2,0,0,Clear,2.907,89.31,1.472,69.87,31.49,17.8,9.12,14,3,Moderate
2026-03-22 13:06:24,Pune_Central,TWR_PUN_002,13,6,0,Cloudy,0.211,96.763,0.139,42.97,118.86,53.76,22.85,2,2,Good
2026-03-26 15:08:24,Bangalore_Outer,TWR_BAN_005,15,3,0,Clear,0.461,98.104,0.256,40.49,72.59,77.26,29.04,0,0,Good
2026-03-25 06:02:24,Chennai_North,TWR_CHE_002,6,2,0,Clear,11.234,81.008,4.372,315.27,15.94,9.66,2.17,65,48,Poor
2026-03-08 21:21:24,Mumbai_East,TWR_MUM_002,21,6,1,Cloudy,4.791,92.369,1.546,72.42,29.31,12.28,8.25,17,4,Poor
2026-03-22 23:52:24,Mumbai_West,TWR_MUM_004,23,6,0,Heavy_Rain,0.808,98.81,0.628,34.56,126.06,79.91,11.74,3,2,Good
2026-03-04 20:17:24,Delhi_NCR,TWR_DEL_001,20,2,1,Clear,9.305,75.298,8.843,375.08,7.02,9.68,2.76,30,42,Poor
2026-03-20 16:27:24,Mumbai_West,TWR_MUM_003,16,4,0,Thunderstorm,0.297,96.173,0.304,44.79,69.54,73.59,19.48,3,1,Good
2026-03-20 18:04:24,Delhi_NCR,TWR_DEL_005,18,4,1,Heavy_Rain,8.272,71.204,13.251,306.06,10.52,5.66,0.48,50,44,Poor
2026-03-17 18:23:24,Chennai_North,TWR_CHE_001,18,1,1,Cloudy,0.938,97.909,0.636,35.95,108.46,52.9,18.33,1,0,Good
2026-03-15 13:14:24,Hyderabad_City,TWR_HYD_005,13,6,0,Clear,2.316,85.118,0.882,90.02,51.19,13.06,3.52,19,11,Moderate
2026-03-19 09:52:24,Mumbai_East,TWR_MUM_001,9,3,1,Cloudy,0.818,97.199,0.351,39.99,100.6,52.84,19.36,3,2,Good
2026-03-03 19:03:24,Hyderabad_City,TWR_HYD_003,19,1,1,Thunderstorm,8.516,81.123,15.128,531.39,16.67,2.71,2.59,29,13,Poor
2026-03-20 16:06:24,Hyderabad_City,TWR_HYD_001,16,4,0,Rainy,0.227,98.773,0.365,35.63,100.1,61.5,29.0,4,2,Good
2026-03-11 06:58:24,Kolkata_North,TWR_KOL_002,6,2,0,Clear,2.496,90.791,1.351,96.31,42.81,26.12,5.22,15,11,Moderate
2026-03-01 15:41:24,Kolkata_North,TWR_KOL_005,15,6,0,Clear,0.604,97.59,0.461,15.82,93.75,33.6,10.43,1,2,Good
2026-03-12 23:24:24,Chennai_Central,TWR_CHE_004,23,3,0,Rainy,0.948,95.155,0.259,18.26,107.44,54.6,27.96,1,0,Good
2026-03-09 17:58:24,Kolkata_North,TWR_KOL_005,17,0,0,Clear,2.299,86.612,1.363,62.55,51.85,28.72,5.58,16,9,Moderate
2026-02-27 08:34:24,Bangalore_Tech,TWR_BAN_001,8,4,1,Rainy,17.26,78.638,6.166,397.6,10.45,4.29,0.76,24,41,Poor
2026-03-12 20:29:24,Mumbai_West,TWR_MUM_005,20,3,1,Cloudy,1.251,98.624,0.292,59.28,94.82,65.91,29.91,5,2,Moderate
2026-03-05 17:16:24,Bangalore_Tech,TWR_BAN_005,17,3,0,Rainy,0.221,98.548,0.54,28.49,149.29,31.05,18.34,3,1,Good
2026-03-11 01:34:24,Mumbai_East,TWR_MUM_003,1,2,0,Clear,3.137,88.601,1.577,56.61,21.93,13.31,5.82,8,6,Moderate
2026-02-26 06:58:24,Chennai_Central,TWR_CHE_001,6,3,0,Clear,0.506,96.716,0.325,45.82,133.57,44.11,17.66,3,2,Good
2026-03-09 01:54:24,Mumbai_East,TWR_MUM_005,1,0,0,Clear,0.229,97.08,0.221,26.12,149.06,72.37,27.69,4,1,Good
2026-03-25 09:16:24,Ahmedabad_West,TWR_AHM_003,9,2,1,Clear,1.587,87.828,0.888,133.98,28.92,25.45,8.92,8,4,Poor
2026-03-23 09:01:24,Mumbai_East,TWR_MUM_003,9,0,1,Cloudy,2.705,92.445,2.193,71.26,57.42,27.66,4.29,9,3,Moderate
2026-03-07 14:11:24,Mumbai_West,TWR_MUM_004,14,5,0,Thunderstorm,3.077,86.177,3.159,141.54,43.97,25.69,7.06,18,8,Poor
2026-02-28 13:44:24,Chennai_South,TWR_CHE_002,13,5,0,Cloudy,3.412,88.14,1.048,83.7,56.22,11.71,7.41,5,10,Moderate
2026-03-10 07:55:24,Chennai_South,TWR_CHE_001,7,1,0,Heavy_Rain,10.688,63.976,7.547,397.96,18.54,3.77,0.99,34,26,Poor
2026-02-28 17:17:24,Mumbai_East,TWR_MUM_002,17,5,0,Clear,0.502,99.552,0.458,27.49,145.41,49.06,14.22,4,0,Good
2026-03-15 05:40:24,Delhi_NCR,TWR_DEL_002,5,6,0,Clear,1.445,86.983,1.046,100.32,43.47,23.47,8.24,10,11,Moderate
2026-03-07 01:14:24,Delhi_NCR,TWR_DEL_001,1,5,0,Clear,0.145,98.037,0.637,19.99,82.33,39.01,22.61,2,2,Good
2026-03-05 08:31:24,Mumbai_West,TWR_MUM_001,8,3,1,Cloudy,0.946,98.573,0.469,23.57,64.0,62.22,24.78,3,1,Good
2026-03-12 15:30:24,Hyderabad_City,TWR_HYD_004,15,3,0,Cloudy,2.307,85.303,1.335,111.64,57.55,21.6,9.65,5,8,Moderate
2026-02-25 17:04:24,Delhi_NCR,TWR_DEL_002,17,2,0,Rainy,1.868,94.535,1.896,83.32,59.41,29.32,8.52,9,6,Moderate
2026-03-22 00:38:24,Mumbai_East,TWR_MUM_002,0,6,0,Clear,0.97,99.681,0.642,25.29,144.47,46.97,28.4,0,0,Good
2026-03-22 03:16:24,Kolkata_North,TWR_KOL_001,3,6,0,Heavy_Rain,0.917,95.912,0.705,43.97,60.72,46.5,29.22,3,2,Good
2026-03-08 11:44:24,Pune_Central,TWR_PUN_001,11,6,1,Heavy_Rain,1.43,91.151,2.097,151.25,58.81,29.45,8.43,24,3,Poor
2026-03-13 19:20:24,Pune_Central,TWR_PUN_003,19,4,1,Clear,4.283,90.331,2.435,115.1,29.88,20.87,7.81,11,9,Poor
2026-02-28 06:42:24,Bangalore_Outer,TWR_BAN_002,6,5,0,Heavy_Rain,0.487,96.747,1.039,43.76,114.18,32.75,29.83,3,1,Moderate
2026-02-27 03:52:24,Chennai_North,TWR_CHE_002,3,4,0,Foggy,0.383,97.083,0.751,18.97,113.42,60.14,15.35,0,0,Good
2026-03-18 07:10:24,Hyderabad_City,TWR_HYD_003,7,2,0,Clear,0.135,98.034,0.407,43.39,112.43,69.64,24.74,0,1,Good
2026-03-20 17:44:24,Bangalore_Outer,TWR_BAN_004,17,4,0,Heavy_Rain,0.406,96.954,0.762,62.27,96.53,67.51,15.86,3,2,Moderate
2026-03-17 18:27:24,Chennai_North,TWR_CHE_001,18,1,1,Thunderstorm,2.253,93.164,4.251,165.86,31.45,26.77,8.51,7,8,Poor
2026-03-12 13:00:24,Pune_Central,TWR_PUN_003,13,3,0,Rainy,0.838,95.845,0.474,28.09,73.56,47.41,19.73,1,1,Good
2026-03-09 17:33:24,Mumbai_West,TWR_MUM_001,17,0,0,Cloudy,9.129,60.246,5.81,276.43,14.61,5.12,1.95,73,22,Poor
2026-03-08 04:41:24,Delhi_NCR,TWR_DEL_002,4,6,0,Clear,0.157,97.129,0.718,21.54,125.77,63.41,17.19,0,2,Good
2026-03-25 18:06:24,Pune_Central,TWR_PUN_001,18,2,1,Clear,1.142,98.881,0.659,50.42,148.67,56.79,28.93,0,1,Moderate
2026-03-13 11:07:24,Bangalore_Tech,TWR_BAN_002,11,4,1,Clear,3.674,86.42,1.541,128.32,38.52,12.01,7.18,22,9,Poor
2026-02-27 07:42:24,Mumbai_East,TWR_MUM_004,7,4,0,Rainy,0.544,97.104,0.761,45.36,123.97,38.84,20.99,4,0,Good
